"Parameter1","Value1","Parameter2","Value2","MSE","runtime_training","runtime_prediction"
"num.trees",79,"sample.fraction",0.34,651644238.412998,0.0599999999994907,0.0300000000006548
"num.trees",79,"sample.fraction",0.35,650560740.631377,0.0599999999994907,0.0200000000004366
"num.trees",79,"sample.fraction",0.36,619622865.523595,0.0500000000010914,0.0100000000002183
"num.trees",79,"sample.fraction",0.37,668588818.345883,0.0399999999990541,0.0299999999988358
"num.trees",79,"sample.fraction",0.38,624918736.847205,0.069999999999709,0.0300000000006548
"num.trees",79,"sample.fraction",0.39,639203475.254004,0.0600000000013097,0.0200000000004366
"num.trees",79,"sample.fraction",0.4,638331243.455894,0.0500000000010914,0.0299999999988358
"num.trees",79,"sample.fraction",0.41,635403277.083849,0.0599999999994907,0.0299999999988358
"num.trees",79,"sample.fraction",0.42,697650049.632083,0.069999999999709,0.0300000000006548
"num.trees",79,"sample.fraction",0.43,629084825.805545,0.0600000000013097,0.0100000000002183
"num.trees",79,"sample.fraction",0.44,650913761.760182,0.0599999999994907,0.0199999999986176
"num.trees",79,"sample.fraction",0.45,653709808.412001,0.0599999999994907,0.0299999999988358
"num.trees",79,"sample.fraction",0.46,604900663.430677,0.069999999999709,0.0300000000006548
"num.trees",79,"sample.fraction",0.47,612432818.624823,0.0600000000013097,0.0300000000006548
"num.trees",79,"sample.fraction",0.48,599731051.705164,0.0599999999994907,0.0299999999988358
"num.trees",79,"sample.fraction",0.49,632252641.468583,0.0599999999994907,0.00999999999839929
"num.trees",79,"sample.fraction",0.5,635324359.409123,0.0599999999994907,0.0300000000006548
"num.trees",79,"sample.fraction",0.51,598217703.105385,0.0599999999994907,0.0300000000006548
"num.trees",79,"sample.fraction",0.52,600664249.943167,0.0600000000013097,0.0100000000002183
"num.trees",79,"sample.fraction",0.53,585160674.668012,0.0600000000013097,0.0200000000004366
"num.trees",79,"sample.fraction",0.54,598246971.696868,0.0599999999994907,0.0299999999988358
"num.trees",79,"sample.fraction",0.55,585458827.436893,0.0799999999999272,0.0199999999986176
"num.trees",79,"sample.fraction",0.56,581198277.520726,0.0599999999994907,0.0299999999988358
"num.trees",79,"sample.fraction",0.57,628579455.481039,0.0599999999994907,0.0300000000006548
"num.trees",79,"sample.fraction",0.58,576492216.835179,0.0799999999999272,0.0200000000004366
"num.trees",79,"sample.fraction",0.59,627104066.343775,0.0799999999999272,0.0100000000002183
"num.trees",79,"sample.fraction",0.6,609133807.753596,0.0600000000013097,0.0100000000002183
"num.trees",79,"sample.fraction",0.61,604561830.146761,0.069999999999709,0.0200000000004366
"num.trees",79,"sample.fraction",0.62,590553606.661793,0.070000000001528,0.0200000000004366
"num.trees",79,"sample.fraction",0.63,591604476.412381,0.069999999999709,0.0400000000008731
"num.trees",79,"sample.fraction",0.64,577356997.115929,0.069999999999709,0.0299999999988358
"num.trees",79,"sample.fraction",0.65,588285960.411083,0.0799999999999272,0.0199999999986176
"num.trees",79,"sample.fraction",0.66,592129666.142675,0.0799999999999272,0.00999999999839929
"num.trees",79,"sample.fraction",0.67,605758879.171442,0.0799999999999272,0.0299999999988358
"num.trees",79,"sample.fraction",0.68,601500003.188876,0.0799999999999272,0.0299999999988358
"num.trees",79,"sample.fraction",0.69,561613927.533028,0.069999999999709,0.0200000000004366
"num.trees",79,"sample.fraction",0.7,558287057.500787,0.0799999999999272,0.0300000000006548
"num.trees",79,"sample.fraction",0.71,563342792.114881,0.0799999999999272,0.0100000000002183
"num.trees",79,"sample.fraction",0.72,604494095.266774,0.0799999999999272,0.0300000000006548
"num.trees",79,"sample.fraction",0.73,598625259.284181,0.0799999999999272,0.0300000000006548
"num.trees",79,"sample.fraction",0.74,575999220.091299,0.069999999999709,0.0400000000008731
"num.trees",79,"sample.fraction",0.75,543322635.955226,0.0800000000017462,0.0200000000004366
"num.trees",79,"sample.fraction",0.76,628817156.996537,0.0799999999999272,0.0300000000006548
"num.trees",79,"sample.fraction",0.77,584510840.830401,0.069999999999709,0.0200000000004366
"num.trees",79,"sample.fraction",0.78,582694033.289309,0.0800000000017462,0.0300000000006548
"num.trees",79,"sample.fraction",0.79,564537956.073542,0.0799999999999272,0.0300000000006548
"num.trees",79,"sample.fraction",0.8,561245410.58413,0.069999999999709,0.0200000000004366
"num.trees",79,"sample.fraction",0.81,528554660.330595,0.0800000000017462,0.0200000000004366
"num.trees",79,"sample.fraction",0.82,569739088.29321,0.0799999999999272,0.0100000000002183
"num.trees",79,"sample.fraction",0.83,579141483.309917,0.0899999999983265,0.0200000000004366
"num.trees",79,"sample.fraction",0.84,581057848.247954,0.0800000000017462,0.0100000000002183
"num.trees",79,"sample.fraction",0.85,566216238.109763,0.0799999999999272,0.0100000000002183
"num.trees",79,"sample.fraction",0.86,575918598.611751,0.0900000000001455,0.0200000000004366
"num.trees",79,"sample.fraction",0.87,538848515.84952,0.0799999999999272,0.0300000000006548
"num.trees",79,"sample.fraction",0.88,573244762.741402,0.0900000000001455,0.0300000000006548
"num.trees",79,"sample.fraction",0.89,611818548.701521,0.100000000000364,0.0100000000002183
"num.trees",79,"sample.fraction",0.9,536899066.966338,0.0900000000001455,0.00999999999839929
"num.trees",79,"sample.fraction",0.91,556615244.90426,0.0900000000001455,0.0199999999986176
"num.trees",79,"sample.fraction",0.92,561406303.031316,0.0799999999999272,0.0100000000002183
"num.trees",79,"sample.fraction",0.93,615707609.537246,0.0799999999999272,0.0200000000004366
"num.trees",79,"sample.fraction",0.94,542584130.683237,0.0899999999983265,0.0200000000004366
"num.trees",79,"sample.fraction",0.95,552915575.533306,0.100000000000364,0.0300000000006548
"num.trees",79,"sample.fraction",0.96,550484614.470617,0.0900000000001455,0.0300000000006548
"num.trees",79,"sample.fraction",0.97,535694510.901851,0.100000000000364,0.0299999999988358
"num.trees",79,"sample.fraction",0.98,560503944.805256,0.0900000000001455,0.0299999999988358
"num.trees",79,"sample.fraction",0.99,549624066.48026,0.0900000000001455,0.0299999999988358
"num.trees",79,"sample.fraction",1,584888308.373542,0.100000000000364,0.0300000000006548
"num.trees",80,"sample.fraction",0.01,1695072576.82269,0.0299999999988358,0.0300000000006548
"num.trees",80,"sample.fraction",0.02,1196111476.50795,0.0300000000006548,0.00999999999839929
"num.trees",80,"sample.fraction",0.03,1045835976.88242,0.0300000000006548,0.0300000000006548
"num.trees",80,"sample.fraction",0.04,956943931.248818,0.0299999999988358,0.0300000000006548
"num.trees",80,"sample.fraction",0.05,909887541.721253,0.0300000000006548,0.0100000000002183
"num.trees",80,"sample.fraction",0.06,845284838.624263,0.0299999999988358,0.0400000000008731
"num.trees",80,"sample.fraction",0.07,896930353.27077,0.0500000000010914,0.0199999999986176
"num.trees",80,"sample.fraction",0.08,811165949.589744,0.0300000000006548,0.0300000000006548
"num.trees",80,"sample.fraction",0.09,773147429.366096,0.0299999999988358,0.00999999999839929
"num.trees",80,"sample.fraction",0.1,767248299.61671,0.0300000000006548,0.0200000000004366
"num.trees",80,"sample.fraction",0.11,768044832.179345,0.0299999999988358,0.0100000000002183
"num.trees",80,"sample.fraction",0.12,763503122.119261,0.0300000000006548,0.0200000000004366
"num.trees",80,"sample.fraction",0.13,716333386.623438,0.0499999999992724,0.0299999999988358
"num.trees",80,"sample.fraction",0.14,742340863.042605,0.0400000000008731,0.0200000000004366
"num.trees",80,"sample.fraction",0.15,779335316.426802,0.0499999999992724,0.00999999999839929
"num.trees",80,"sample.fraction",0.16,731334249.919839,0.0499999999992724,0.0100000000002183
"num.trees",80,"sample.fraction",0.17,696136542.084412,0.0400000000008731,0.0199999999986176
"num.trees",80,"sample.fraction",0.18,701010988.852216,0.0499999999992724,0.0200000000004366
"num.trees",80,"sample.fraction",0.19,679503841.00882,0.0300000000006548,0.0100000000002183
"num.trees",80,"sample.fraction",0.2,700037933.823789,0.0299999999988358,0.0200000000004366
"num.trees",80,"sample.fraction",0.21,687678486.306861,0.0500000000010914,0.0200000000004366
"num.trees",80,"sample.fraction",0.22,684083384.572615,0.0299999999988358,0.0100000000002183
"num.trees",80,"sample.fraction",0.23,637591267.301303,0.0500000000010914,0.0200000000004366
"num.trees",80,"sample.fraction",0.24,658074357.775228,0.0500000000010914,0.0199999999986176
"num.trees",80,"sample.fraction",0.25,734785142.448172,0.0499999999992724,0.0300000000006548
"num.trees",80,"sample.fraction",0.26,666638639.095657,0.0500000000010914,0.0300000000006548
"num.trees",80,"sample.fraction",0.27,656807738.75668,0.0599999999994907,0.0199999999986176
"num.trees",80,"sample.fraction",0.28,707416087.523553,0.069999999999709,0.0199999999986176
"num.trees",80,"sample.fraction",0.29,662467415.483823,0.0499999999992724,0.0300000000006548
"num.trees",80,"sample.fraction",0.3,677271620.880369,0.0500000000010914,0.0200000000004366
"num.trees",80,"sample.fraction",0.31,675709230.457083,0.0499999999992724,0.0299999999988358
"num.trees",80,"sample.fraction",0.32,649971701.102547,0.0499999999992724,0.0300000000006548
"num.trees",80,"sample.fraction",0.33,624057410.754266,0.0600000000013097,0.0300000000006548
"num.trees",80,"sample.fraction",0.34,652502655.657282,0.069999999999709,0.0200000000004366
"num.trees",80,"sample.fraction",0.35,653777088.408094,0.0599999999994907,0.0100000000002183
"num.trees",80,"sample.fraction",0.36,618722576.545945,0.0599999999994907,0.0200000000004366
"num.trees",80,"sample.fraction",0.37,661315884.173636,0.0500000000010914,0.0200000000004366
"num.trees",80,"sample.fraction",0.38,622897384.216576,0.0499999999992724,0.0200000000004366
"num.trees",80,"sample.fraction",0.39,641956100.377358,0.0399999999990541,0.0100000000002183
"num.trees",80,"sample.fraction",0.4,641042163.658809,0.0599999999994907,0.0200000000004366
"num.trees",80,"sample.fraction",0.41,634299017.194485,0.0500000000010914,0.0200000000004366
"num.trees",80,"sample.fraction",0.42,693041352.706964,0.0499999999992724,0.0200000000004366
"num.trees",80,"sample.fraction",0.43,628645097.325659,0.0599999999994907,0.0100000000002183
"num.trees",80,"sample.fraction",0.44,650576741.592956,0.0399999999990541,0.0200000000004366
"num.trees",80,"sample.fraction",0.45,653432175.8564,0.0600000000013097,0.0200000000004366
"num.trees",80,"sample.fraction",0.46,602282283.723724,0.069999999999709,0.0400000000008731
"num.trees",80,"sample.fraction",0.47,615622125.541671,0.0599999999994907,0.0199999999986176
"num.trees",80,"sample.fraction",0.48,598634190.527687,0.069999999999709,0.0100000000002183
"num.trees",80,"sample.fraction",0.49,632973009.493579,0.0599999999994907,0.0300000000006548
"num.trees",80,"sample.fraction",0.5,635700958.139931,0.0600000000013097,0.0300000000006548
"num.trees",80,"sample.fraction",0.51,600284170.029843,0.0600000000013097,0.0100000000002183
"num.trees",80,"sample.fraction",0.52,598460195.170434,0.0599999999994907,0.0100000000002183
"num.trees",80,"sample.fraction",0.53,585708880.198866,0.0599999999994907,0.00999999999839929
"num.trees",80,"sample.fraction",0.54,596644421.297576,0.0599999999994907,0.0300000000006548
"num.trees",80,"sample.fraction",0.55,586272539.338348,0.0599999999994907,0.0200000000004366
"num.trees",80,"sample.fraction",0.56,580511112.772372,0.0600000000013097,0.0100000000002183
"num.trees",80,"sample.fraction",0.57,625166814.556631,0.0600000000013097,0.0300000000006548
"num.trees",80,"sample.fraction",0.58,572951549.506653,0.069999999999709,0.0200000000004366
"num.trees",80,"sample.fraction",0.59,629428442.928618,0.069999999999709,0.0299999999988358
"num.trees",80,"sample.fraction",0.6,612007741.235864,0.0799999999999272,0.0299999999988358
"num.trees",80,"sample.fraction",0.61,600994454.836944,0.0799999999999272,0.0299999999988358
"num.trees",80,"sample.fraction",0.62,589481025.880534,0.0799999999999272,0.0200000000004366
"num.trees",80,"sample.fraction",0.63,586796295.632758,0.0899999999983265,0.0400000000008731
"num.trees",80,"sample.fraction",0.64,579817231.749599,0.0900000000001455,0.0299999999988358
"num.trees",80,"sample.fraction",0.65,585574142.041083,0.0799999999999272,0.0199999999986176
"num.trees",80,"sample.fraction",0.66,595232291.871152,0.0799999999999272,0.0199999999986176
"num.trees",80,"sample.fraction",0.67,604613688.786718,0.0799999999999272,0.00999999999839929
"num.trees",80,"sample.fraction",0.68,603237186.310762,0.0799999999999272,0.0299999999988358
"num.trees",80,"sample.fraction",0.69,562274005.739557,0.0799999999999272,0.0299999999988358
"num.trees",80,"sample.fraction",0.7,556888103.732957,0.0900000000001455,0.00999999999839929
"num.trees",80,"sample.fraction",0.71,567287415.345918,0.0799999999999272,0.0100000000002183
"num.trees",80,"sample.fraction",0.72,606200079.100359,0.0799999999999272,0.0299999999988358
"num.trees",80,"sample.fraction",0.73,598354657.567943,0.0900000000001455,0.0299999999988358
"num.trees",80,"sample.fraction",0.74,574812417.013763,0.0900000000001455,0.0199999999986176
"num.trees",80,"sample.fraction",0.75,546770277.794882,0.0799999999999272,0.0100000000002183
"num.trees",80,"sample.fraction",0.76,626117190.25877,0.0799999999999272,0.0200000000004366
"num.trees",80,"sample.fraction",0.77,585348306.927992,0.069999999999709,0.0199999999986176
"num.trees",80,"sample.fraction",0.78,585541641.356098,0.0799999999999272,0.0299999999988358
"num.trees",80,"sample.fraction",0.79,565443828.315471,0.100000000000364,0.0200000000004366
"num.trees",80,"sample.fraction",0.8,559161650.636406,0.069999999999709,0.0299999999988358
"num.trees",80,"sample.fraction",0.81,531675213.42512,0.0799999999999272,0.0300000000006548
"num.trees",80,"sample.fraction",0.82,565720461.878019,0.0900000000001455,0.0200000000004366
"num.trees",80,"sample.fraction",0.83,582788162.756626,0.0899999999983265,0.0200000000004366
"num.trees",80,"sample.fraction",0.84,575248094.533345,0.0800000000017462,0.0100000000002183
"num.trees",80,"sample.fraction",0.85,566545199.287172,0.0799999999999272,0.0300000000006548
"num.trees",80,"sample.fraction",0.86,573891087.622389,0.0900000000001455,0.0200000000004366
"num.trees",80,"sample.fraction",0.87,541369433.886507,0.0900000000001455,0.0299999999988358
"num.trees",80,"sample.fraction",0.88,575977878.04502,0.0799999999999272,0.0199999999986176
"num.trees",80,"sample.fraction",0.89,612849824.411113,0.0799999999999272,0.0299999999988358
"num.trees",80,"sample.fraction",0.9,537574577.314058,0.0799999999999272,0.0400000000008731
"num.trees",80,"sample.fraction",0.91,558697361.845085,0.0900000000001455,0.0300000000006548
"num.trees",80,"sample.fraction",0.92,558289372.910381,0.100000000000364,0.0100000000002183
"num.trees",80,"sample.fraction",0.93,612559665.663133,0.0900000000001455,0.0300000000006548
"num.trees",80,"sample.fraction",0.94,540202693.982479,0.100000000000364,0.0299999999988358
"num.trees",80,"sample.fraction",0.95,554491041.870953,0.0900000000001455,0.0200000000004366
"num.trees",80,"sample.fraction",0.96,548544931.339576,0.0900000000001455,0.0100000000002183
"num.trees",80,"sample.fraction",0.97,532896430.435563,0.0900000000001455,0.0300000000006548
"num.trees",80,"sample.fraction",0.98,563598270.81367,0.0999999999985448,0.0300000000006548
"num.trees",80,"sample.fraction",0.99,551061801.233006,0.100000000000364,0.0100000000002183
"num.trees",80,"sample.fraction",1,581014843.63069,0.0900000000001455,0.0299999999988358
"num.trees",81,"sample.fraction",0.01,1700609816.36817,0.0300000000006548,0.0100000000002183
"num.trees",81,"sample.fraction",0.02,1200001256.51514,0.0299999999988358,0.0300000000006548
"num.trees",81,"sample.fraction",0.03,1046093408.8517,0.0300000000006548,0.0100000000002183
"num.trees",81,"sample.fraction",0.04,959335281.939315,0.0299999999988358,0.0200000000004366
"num.trees",81,"sample.fraction",0.05,914434561.921351,0.0300000000006548,0.0199999999986176
"num.trees",81,"sample.fraction",0.06,843534669.141529,0.0300000000006548,0.0100000000002183
"num.trees",81,"sample.fraction",0.07,896849867.042481,0.0300000000006548,0.00999999999839929
"num.trees",81,"sample.fraction",0.08,817172736.181339,0.0300000000006548,0.0100000000002183
"num.trees",81,"sample.fraction",0.09,771410330.888491,0.0499999999992724,0.0100000000002183
"num.trees",81,"sample.fraction",0.1,766274478.033426,0.0300000000006548,0.0200000000004366
"num.trees",81,"sample.fraction",0.11,765647895.410259,0.0400000000008731,0.0100000000002183
"num.trees",81,"sample.fraction",0.12,763466297.046855,0.0400000000008731,0.0200000000004366
"num.trees",81,"sample.fraction",0.13,718472328.617537,0.0299999999988358,0.00999999999839929
"num.trees",81,"sample.fraction",0.14,743812561.495799,0.0300000000006548,0.0300000000006548
"num.trees",81,"sample.fraction",0.15,777637329.124772,0.0499999999992724,0.0299999999988358
"num.trees",81,"sample.fraction",0.16,734131902.134395,0.0399999999990541,0.0400000000008731
"num.trees",81,"sample.fraction",0.17,699484304.348861,0.0500000000010914,0.0299999999988358
"num.trees",81,"sample.fraction",0.18,703863423.103747,0.0499999999992724,0.0300000000006548
"num.trees",81,"sample.fraction",0.19,682344646.001082,0.0500000000010914,0.0400000000008731
"num.trees",81,"sample.fraction",0.2,700323301.062374,0.0399999999990541,0.0100000000002183
"num.trees",81,"sample.fraction",0.21,687595400.812224,0.0500000000010914,0.0200000000004366
"num.trees",81,"sample.fraction",0.22,686959555.983175,0.0500000000010914,0.0199999999986176
"num.trees",81,"sample.fraction",0.23,637236573.821209,0.0499999999992724,0.0300000000006548
"num.trees",81,"sample.fraction",0.24,659322062.143327,0.0500000000010914,0.0200000000004366
"num.trees",81,"sample.fraction",0.25,734851268.782198,0.0499999999992724,0.0199999999986176
"num.trees",81,"sample.fraction",0.26,666535573.33427,0.0599999999994907,0.0200000000004366
"num.trees",81,"sample.fraction",0.27,656421673.59894,0.0599999999994907,0.0300000000006548
"num.trees",81,"sample.fraction",0.28,706889013.905472,0.0500000000010914,0.0200000000004366
"num.trees",81,"sample.fraction",0.29,662512837.838529,0.0499999999992724,0.0299999999988358
"num.trees",81,"sample.fraction",0.3,678336435.539874,0.0599999999994907,0.0200000000004366
"num.trees",81,"sample.fraction",0.31,678750644.46279,0.0500000000010914,0.0100000000002183
"num.trees",81,"sample.fraction",0.32,653439704.454107,0.0399999999990541,0.0299999999988358
"num.trees",81,"sample.fraction",0.33,625964229.357784,0.069999999999709,0.0100000000002183
"num.trees",81,"sample.fraction",0.34,655958470.202262,0.0600000000013097,0.0100000000002183
"num.trees",81,"sample.fraction",0.35,650894429.67754,0.0499999999992724,0.0299999999988358
"num.trees",81,"sample.fraction",0.36,622380008.930975,0.0599999999994907,0.0300000000006548
"num.trees",81,"sample.fraction",0.37,662691425.332261,0.0500000000010914,0.0300000000006548
"num.trees",81,"sample.fraction",0.38,622608768.903548,0.0599999999994907,0.0199999999986176
"num.trees",81,"sample.fraction",0.39,645064752.707908,0.069999999999709,0.0100000000002183
"num.trees",81,"sample.fraction",0.4,641513889.987095,0.0400000000008731,0.0100000000002183
"num.trees",81,"sample.fraction",0.41,634477512.883034,0.069999999999709,0.0400000000008731
"num.trees",81,"sample.fraction",0.42,692581682.536876,0.0599999999994907,0.0100000000002183
"num.trees",81,"sample.fraction",0.43,630064531.728851,0.0599999999994907,0.0200000000004366
"num.trees",81,"sample.fraction",0.44,652910398.87974,0.0600000000013097,0.0300000000006548
"num.trees",81,"sample.fraction",0.45,657712877.433873,0.069999999999709,0.0200000000004366
"num.trees",81,"sample.fraction",0.46,603407285.723362,0.0599999999994907,0.0299999999988358
"num.trees",81,"sample.fraction",0.47,618454331.051768,0.0599999999994907,0.0300000000006548
"num.trees",81,"sample.fraction",0.48,597770929.059341,0.0799999999999272,0.0100000000002183
"num.trees",81,"sample.fraction",0.49,632566013.04524,0.0600000000013097,0.0200000000004366
"num.trees",81,"sample.fraction",0.5,640344080.645597,0.0599999999994907,0.0100000000002183
"num.trees",81,"sample.fraction",0.51,599726689.843513,0.0599999999994907,0.0100000000002183
"num.trees",81,"sample.fraction",0.52,598945465.301816,0.0599999999994907,0.0200000000004366
"num.trees",81,"sample.fraction",0.53,586636571.39168,0.0799999999999272,0.0100000000002183
"num.trees",81,"sample.fraction",0.54,597292987.221992,0.0599999999994907,0.0300000000006548
"num.trees",81,"sample.fraction",0.55,586977465.985075,0.0599999999994907,0.0300000000006548
"num.trees",81,"sample.fraction",0.56,582828033.775154,0.069999999999709,0.0300000000006548
"num.trees",81,"sample.fraction",0.57,625351603.444367,0.069999999999709,0.0200000000004366
"num.trees",81,"sample.fraction",0.58,573346632.746585,0.0800000000017462,0.0300000000006548
"num.trees",81,"sample.fraction",0.59,629785554.184589,0.0799999999999272,0.0300000000006548
"num.trees",81,"sample.fraction",0.6,613160446.807311,0.0799999999999272,0.0300000000006548
"num.trees",81,"sample.fraction",0.61,604416430.690747,0.0799999999999272,0.0100000000002183
"num.trees",81,"sample.fraction",0.62,591170183.553947,0.0799999999999272,0.0200000000004366
"num.trees",81,"sample.fraction",0.63,590437900.783994,0.0599999999994907,0.0199999999986176
"num.trees",81,"sample.fraction",0.64,582698163.56279,0.0799999999999272,0.0299999999988358
"num.trees",81,"sample.fraction",0.65,583377704.017294,0.0599999999994907,0.0200000000004366
"num.trees",81,"sample.fraction",0.66,599163263.982648,0.0599999999994907,0.0199999999986176
"num.trees",81,"sample.fraction",0.67,605180365.348339,0.069999999999709,0.0299999999988358
"num.trees",81,"sample.fraction",0.68,601026297.470707,0.0799999999999272,0.00999999999839929
"num.trees",81,"sample.fraction",0.69,563244768.319563,0.0799999999999272,0.0299999999988358
"num.trees",81,"sample.fraction",0.7,559301308.373979,0.0799999999999272,0.0299999999988358
"num.trees",81,"sample.fraction",0.71,568466177.109295,0.0900000000001455,0.00999999999839929
"num.trees",81,"sample.fraction",0.72,606166677.521124,0.0900000000001455,0.0199999999986176
"num.trees",81,"sample.fraction",0.73,600008584.506198,0.0799999999999272,0.0199999999986176
"num.trees",81,"sample.fraction",0.74,573659263.368853,0.100000000000364,0.0200000000004366
"num.trees",81,"sample.fraction",0.75,547866870.565958,0.0999999999985448,0.0400000000008731
"num.trees",81,"sample.fraction",0.76,628406057.174503,0.0800000000017462,0.0100000000002183
"num.trees",81,"sample.fraction",0.77,588053041.57665,0.0900000000001455,0.0200000000004366
"num.trees",81,"sample.fraction",0.78,586022681.376728,0.0799999999999272,0.0300000000006548
"num.trees",81,"sample.fraction",0.79,563899167.755728,0.0900000000001455,0.00999999999839929
"num.trees",81,"sample.fraction",0.8,561644422.316916,0.0799999999999272,0.0100000000002183
"num.trees",81,"sample.fraction",0.81,530529469.378545,0.0799999999999272,0.0199999999986176
"num.trees",81,"sample.fraction",0.82,568985301.93748,0.0799999999999272,0.0200000000004366
"num.trees",81,"sample.fraction",0.83,582329075.851585,0.0900000000001455,0.0100000000002183
"num.trees",81,"sample.fraction",0.84,577391001.561085,0.0900000000001455,0.0300000000006548
"num.trees",81,"sample.fraction",0.85,566698532.926858,0.0999999999985448,0.0300000000006548
"num.trees",81,"sample.fraction",0.86,574532202.762421,0.0900000000001455,0.0300000000006548
"num.trees",81,"sample.fraction",0.87,543508805.850514,0.0900000000001455,0.0299999999988358
"num.trees",81,"sample.fraction",0.88,579671121.28727,0.0900000000001455,0.0100000000002183
"num.trees",81,"sample.fraction",0.89,608252897.930389,0.109999999998763,0.0299999999988358
"num.trees",81,"sample.fraction",0.9,538699112.93094,0.0900000000001455,0.0199999999986176
"num.trees",81,"sample.fraction",0.91,555857455.506341,0.100000000000364,0.0300000000006548
"num.trees",81,"sample.fraction",0.92,553509966.010665,0.0900000000001455,0.0100000000002183
"num.trees",81,"sample.fraction",0.93,610066002.224649,0.0900000000001455,0.0100000000002183
"num.trees",81,"sample.fraction",0.94,535490791.646274,0.109999999998763,0.0300000000006548
"num.trees",81,"sample.fraction",0.95,553098079.997722,0.130000000001019,0.0200000000004366
"num.trees",81,"sample.fraction",0.96,545909768.404642,0.109999999998763,0.0300000000006548
"num.trees",81,"sample.fraction",0.97,533331343.913585,0.0900000000001455,0.0200000000004366
"num.trees",81,"sample.fraction",0.98,559945669.653544,0.110000000000582,0.0299999999988358
"num.trees",81,"sample.fraction",0.99,550000266.135682,0.119999999998981,0.0299999999988358
"num.trees",81,"sample.fraction",1,579655354.583089,0.119999999998981,0.0300000000006548
"num.trees",82,"sample.fraction",0.01,1703831892.27907,0.0300000000006548,0.0100000000002183
"num.trees",82,"sample.fraction",0.02,1195578765.2012,0.0299999999988358,0.0300000000006548
"num.trees",82,"sample.fraction",0.03,1041640748.22482,0.0500000000010914,0.0200000000004366
"num.trees",82,"sample.fraction",0.04,962027751.78945,0.0299999999988358,0.0300000000006548
"num.trees",82,"sample.fraction",0.05,912303748.738157,0.0300000000006548,0.0299999999988358
"num.trees",82,"sample.fraction",0.06,845692939.360646,0.0399999999990541,0.0200000000004366
"num.trees",82,"sample.fraction",0.07,893342242.007002,0.0400000000008731,0.0299999999988358
"num.trees",82,"sample.fraction",0.08,817521104.239909,0.0300000000006548,0.0200000000004366
"num.trees",82,"sample.fraction",0.09,767470744.642219,0.0299999999988358,0.0299999999988358
"num.trees",82,"sample.fraction",0.1,766490448.473651,0.0500000000010914,0.0200000000004366
"num.trees",82,"sample.fraction",0.11,768882422.715057,0.0299999999988358,0.0100000000002183
"num.trees",82,"sample.fraction",0.12,762716399.021122,0.0300000000006548,0.0300000000006548
"num.trees",82,"sample.fraction",0.13,715728568.887232,0.0499999999992724,0.0100000000002183
"num.trees",82,"sample.fraction",0.14,745255823.7272,0.0400000000008731,0.0200000000004366
"num.trees",82,"sample.fraction",0.15,778017179.249372,0.0499999999992724,0.00999999999839929
"num.trees",82,"sample.fraction",0.16,731677480.322418,0.0499999999992724,0.0300000000006548
"num.trees",82,"sample.fraction",0.17,692066377.523722,0.0400000000008731,0.0299999999988358
"num.trees",82,"sample.fraction",0.18,700434497.774738,0.0499999999992724,0.0300000000006548
"num.trees",82,"sample.fraction",0.19,682619450.673207,0.0499999999992724,0.00999999999839929
"num.trees",82,"sample.fraction",0.2,698852358.895972,0.0399999999990541,0.0100000000002183
"num.trees",82,"sample.fraction",0.21,685664623.793331,0.0599999999994907,0.0200000000004366
"num.trees",82,"sample.fraction",0.22,685812955.781479,0.0500000000010914,0.0100000000002183
"num.trees",82,"sample.fraction",0.23,635325376.780484,0.0399999999990541,0.0299999999988358
"num.trees",82,"sample.fraction",0.24,655490824.038607,0.0500000000010914,0.0100000000002183
"num.trees",82,"sample.fraction",0.25,733524999.291796,0.0400000000008731,0.0299999999988358
"num.trees",82,"sample.fraction",0.26,666892681.453747,0.069999999999709,0.0100000000002183
"num.trees",82,"sample.fraction",0.27,658224482.801244,0.0400000000008731,0.0300000000006548
"num.trees",82,"sample.fraction",0.28,707045703.973179,0.0499999999992724,0.0200000000004366
"num.trees",82,"sample.fraction",0.29,662981886.026312,0.0399999999990541,0.0300000000006548
"num.trees",82,"sample.fraction",0.3,678209697.023479,0.0500000000010914,0.0200000000004366
"num.trees",82,"sample.fraction",0.31,679255688.825656,0.0500000000010914,0.0199999999986176
"num.trees",82,"sample.fraction",0.32,652970146.863819,0.0499999999992724,0.0200000000004366
"num.trees",82,"sample.fraction",0.33,623727677.57748,0.0500000000010914,0.0100000000002183
"num.trees",82,"sample.fraction",0.34,653939092.486523,0.0600000000013097,0.0100000000002183
"num.trees",82,"sample.fraction",0.35,653042683.465167,0.0499999999992724,0.0199999999986176
"num.trees",82,"sample.fraction",0.36,624354720.324376,0.0499999999992724,0.0300000000006548
"num.trees",82,"sample.fraction",0.37,660380248.556864,0.0500000000010914,0.0300000000006548
"num.trees",82,"sample.fraction",0.38,622553127.980469,0.0599999999994907,0.0100000000002183
"num.trees",82,"sample.fraction",0.39,643634620.96794,0.0599999999994907,0.0199999999986176
"num.trees",82,"sample.fraction",0.4,641787540.361642,0.0599999999994907,0.0200000000004366
"num.trees",82,"sample.fraction",0.41,634861884.168057,0.069999999999709,0.0300000000006548
"num.trees",82,"sample.fraction",0.42,684394178.024816,0.0600000000013097,0.0300000000006548
"num.trees",82,"sample.fraction",0.43,627709434.904693,0.0599999999994907,0.0100000000002183
"num.trees",82,"sample.fraction",0.44,651979069.807663,0.0599999999994907,0.00999999999839929
